iter	Logloss
177	0.2806494141
178	0.2793923187
179	0.2784729195
180	0.2779592896
181	0.277212925
182	0.2764400482
183	0.2758290482
184	0.2749842834
185	0.2740128708
186	0.2731190491
187	0.2724546814
188	0.2713573837
189	0.2709046173
190	0.2703091431
191	0.2694206047
192	0.2683027267
193	0.2675853157
194	0.2668868446
195	0.2659853363
196	0.26532444
197	0.2644105911
198	0.2636297226
199	0.2628263664
200	0.2624241447
201	0.2616836739
202	0.2611782646
203	0.260561409
204	0.2597664261
205	0.2592788696
206	0.2587895775
207	0.2583393669
208	0.2577383995
209	0.2570183372
210	0.2562838364
211	0.2554249382
212	0.2545688248
213	0.2539558601
214	0.2533896637
215	0.2528142548
216	0.2524731445
217	0.2515736198
218	0.2506999588
219	0.2501647568
220	0.2493865013
221	0.2488639832
222	0.2482412529
223	0.2474427795
224	0.246402626
225	0.2454540062
226	0.2449635315
227	0.2443041992
228	0.2438487244
229	0.2435174561
230	0.2431829071
231	0.242560997
232	0.2417493439
233	0.2409132385
234	0.2404778099
235	0.240099144
236	0.2394838333
237	0.2391441727
238	0.2385093307
239	0.2377761459
240	0.2374474525
241	0.2371293259
242	0.2364835739
243	0.2358765793
244	0.2355192566
245	0.2350405121
246	0.2345775986
247	0.2341412354
248	0.233824501
249	0.2334430313
250	0.2328812599
251	0.2322977066
252	0.2317567444
253	0.2313545799
254	0.2305174637
255	0.2300401688
256	0.2296346283
257	0.2288368797
258	0.2284225655
259	0.2278375244
260	0.2269951057
261	0.2263582993
262	0.2259562683
263	0.2253448868
264	0.2249960899
265	0.2245122528
266	0.223833065
267	0.2235114098
268	0.2231761551
269	0.2225580215
270	0.2222202301
271	0.221666832
272	0.2212015533
273	0.2209002686
274	0.2201355553
275	0.2194893074
276	0.2191571999
277	0.218667717
278	0.2181389809
279	0.2177060509
280	0.2169854355
281	0.2163620377
282	0.2154654694
283	0.214969883
284	0.2147207642
285	0.2139349556
286	0.2135647011
287	0.2132627487
288	0.2127586365
289	0.2125867271
290	0.2123251724
291	0.2116858673
292	0.2112950516
293	0.210700264
294	0.2102408218
295	0.2099037933
296	0.2095631409
297	0.2091798019
298	0.2087874603
299	0.2084608269
300	0.2079869461
301	0.2076573753
302	0.2072917366
303	0.2069202232
304	0.2065472031
305	0.2059269714
306	0.2054192734
307	0.2050334549
308	0.2046593094
309	0.2044331551
310	0.203793087
311	0.2032196808
312	0.20265522
313	0.2020997047
314	0.2016231537
315	0.2013423347
316	0.200926609
317	0.2006539536
318	0.1998273849
319	0.1995013428
320	0.1991077423
321	0.19849823
322	0.1981814194
323	0.1978926086
324	0.1972356606
325	0.1968253326
326	0.1966437721
327	0.1961024475
328	0.1957977104
329	0.195289402
330	0.1948211098
331	0.1943242645
332	0.1938924026
333	0.1933837891
334	0.1931630135
335	0.192951622
336	0.1921769524
337	0.1918107796
338	0.1913526154
339	0.1910506058
340	0.1905515862
341	0.1901626205
342	0.1897965622
343	0.1894636154
344	0.1890324211
345	0.1884389877
346	0.1878788948
347	0.1875884247
348	0.1872764206
349	0.1868982697
350	0.1864889526
351	0.1862354469
352	0.1857736397
353	0.1853491783
354	0.1848791122
355	0.1846709824
356	0.1844218826
357	0.183975029
358	0.1835881042
359	0.1833659363
360	0.1829483986
361	0.1826522827
362	0.1822106934
363	0.1819058037
364	0.1813492775
365	0.181110611
366	0.1807305145
367	0.1800926971
368	0.1799070358
369	0.1794887352
370	0.1792194748
371	0.1789910507
372	0.1787871552
373	0.178518219
374	0.1781126976
375	0.1777499962
376	0.1772716904
377	0.1770625877
378	0.1768968964
379	0.1764554977
380	0.17608675
381	0.1758068275
382	0.1755137062
383	0.1752005386
384	0.1748176956
385	0.1742926788
386	0.1740113831
387	0.1734585762
388	0.1731912231
389	0.1727989197
390	0.1725158691
391	0.1720692062
392	0.1717063141
393	0.1711492538
394	0.1708462715
395	0.1705162048
396	0.1700933456
397	0.169815464
398	0.1696465302
399	0.1693779945
400	0.1689459229
401	0.1684821129
402	0.1682365417
403	0.167910347
404	0.1676482773
405	0.1671769333
406	0.1668803596
407	0.1666611481
408	0.1663631439
409	0.165937252
410	0.1655326271
411	0.165058918
412	0.1645439148
413	0.1640924835
414	0.1639619064
415	0.1636053467
416	0.1633657265
417	0.1630337524
418	0.1625844193
419	0.1623640442
420	0.1620838165
421	0.1618632698
422	0.1615703773
423	0.1612460518
424	0.1610697365
425	0.1608518982
426	0.1604977226
427	0.1601968002
428	0.1599180126
429	0.1595239258
430	0.1590597153
431	0.1587857533
432	0.1585021877
433	0.1581884575
434	0.1579548931
435	0.1577407646
436	0.1575371075
437	0.1571848202
438	0.1567804909
439	0.1565455055
440	0.1563702011
441	0.1562600899
442	0.1559331417
443	0.155629158
444	0.1554465866
445	0.1552170277
446	0.1548783875
447	0.1545137882
448	0.1542986107
449	0.1540156555
450	0.1537840271
451	0.153613472
452	0.1534799194
453	0.1530680466
454	0.1529667377
455	0.1527646542
456	0.1524207115
457	0.1522086525
458	0.1519818497
459	0.1518736172
460	0.1516707611
461	0.151294899
462	0.1508947086
463	0.1506996822
464	0.1505107307
465	0.1500520515
466	0.149736824
467	0.1494151974
468	0.1492284393
469	0.1488324451
470	0.1486115074
471	0.148254528
472	0.1480436134
473	0.1477872944
474	0.1475945282
475	0.1472964668
476	0.1469940186
477	0.1466984749
478	0.1464620972
479	0.1460962486
480	0.1458629608
481	0.1456326675
482	0.1453803635
483	0.1452187824
484	0.1447237587
485	0.1445153522
486	0.1442617607
487	0.1441030788
488	0.1438698578
489	0.1436858368
490	0.1435149384
491	0.1432052898
492	0.1428465652
493	0.1425646877
494	0.1423101997
495	0.1421145535
496	0.1418859577
497	0.1416339016
498	0.1413984871
499	0.1411854839
500	0.1409013748
501	0.1406466866
502	0.1403853798
503	0.1401366997
504	0.1399545765
505	0.1394419956
506	0.139115715
507	0.1389529991
508	0.1387892342
509	0.1386379051
510	0.1384352779
511	0.1381528854
512	0.1379682922
513	0.1378418827
514	0.137606678
515	0.1373440456
516	0.1370938683
517	0.1368012524
518	0.136723814
519	0.1365187359
520	0.1363431263
521	0.1361582565
522	0.1358928299
523	0.1357791901
524	0.1355874634
525	0.1353710938
526	0.1352776527
527	0.1348591709
528	0.1345286465
529	0.1342948532
530	0.1340152931
531	0.1336848068
532	0.1333638
533	0.1331022263
534	0.1329109955
535	0.1325385952
536	0.1322664642
537	0.1319746208
538	0.13156847
539	0.1314051247
540	0.1312376976
541	0.1309216595
542	0.1306301022
543	0.1304469013
544	0.1303305054
545	0.1300922012
546	0.1298511696
547	0.1296745872
548	0.1293878174
549	0.1291734219
550	0.1289062595
551	0.128667593
552	0.1284793472
553	0.1283083344
554	0.128069334
555	0.1279010677
556	0.1275629807
557	0.1272861099
558	0.1269862843
559	0.1266515923
560	0.1264911842
561	0.1262275505
562	0.1259390068
563	0.1256682396
564	0.1255068016
565	0.1253615761
566	0.1250321102
567	0.1247625828
568	0.1245053864
569	0.1242700768
570	0.1239906502
571	0.1238565636
572	0.1237027931
573	0.1235284424
574	0.1233330822
575	0.1231853294
576	0.1229792213
577	0.1226775837
578	0.1224419594
579	0.1220857048
580	0.1218304634
581	0.1216409779
582	0.121516552
583	0.1212363815
584	0.1210886574
585	0.1208752632
586	0.1207373238
587	0.1204471207
588	0.1202562618
589	0.1200994205
590	0.1199587536
591	0.1197232533
592	0.1195034027
593	0.11942873
594	0.119267931
595	0.1190491199
596	0.118795414
597	0.1185450649
598	0.1183605862
599	0.1180006027
600	0.1178185081
601	0.1175144386
602	0.1172263527
603	0.1169267082
604	0.1166188431
605	0.1162626076
606	0.1159792137
607	0.1158107853
608	0.1156232071
609	0.1154520416
610	0.1152942467
611	0.1150157738
612	0.1147031784
613	0.1144899559
614	0.1143526649
615	0.1140587425
616	0.1138488293
617	0.1137273502
618	0.1135717773
619	0.113408432
620	0.1131447029
621	0.1129589844
622	0.1126856613
623	0.1124703026
624	0.1123438263
625	0.1122131729
626	0.1119806004
627	0.1117206383
628	0.1113911247
629	0.1112332916
630	0.1110802078
631	0.1109562874
632	0.1107721233
633	0.1105472469
634	0.1104420471
635	0.1102119446
636	0.1100438499
637	0.1096687889
638	0.1095107269
639	0.1092188835
640	0.1090319633
641	0.1088895893
642	0.1086130238
643	0.1083145618
644	0.1081973362
645	0.1080646515
646	0.1078854275
647	0.1077624702
648	0.1075660133
649	0.1074293709
650	0.1072721958
651	0.1069879436
652	0.1067276192
653	0.1064790344
654	0.1062974358
655	0.106114254
656	0.105965271
657	0.1058714867
658	0.1056622791
659	0.1055202675
660	0.1052479362
661	0.1051999283
662	0.1049634838
663	0.104853096
664	0.1046985626
665	0.104415369
666	0.1043010807
667	0.1040345573
668	0.103772974
669	0.1036590481
670	0.103505764
671	0.1033935547
672	0.1032343864
673	0.1030909824
674	0.1028895283
675	0.1027038956
676	0.1024756432
677	0.102279501
678	0.1021261597
679	0.1018759251
680	0.1017807674
681	0.1015237427
682	0.1013677216
683	0.1012163353
684	0.1011458397
685	0.1010214329
686	0.1007859421
687	0.1005629158
688	0.1003682518
689	0.100207386
690	0.09995802879
691	0.09979696274
692	0.09961274147
693	0.09930384636
694	0.09911761284
695	0.09892946243
696	0.09870420456
697	0.09851724625
698	0.09821352005
699	0.09801742554
700	0.0978476429
701	0.09775127411
702	0.09761844635
703	0.09743806839
704	0.09720546722
705	0.09697148323
706	0.096768713
707	0.09652578354
708	0.09631037712
709	0.0961725235
710	0.09598789215
711	0.09584599495
712	0.09552101135
713	0.09541463852
714	0.0950948143
715	0.09479984283
716	0.09449386597
717	0.0942522049
718	0.0941629982
719	0.09394434929
720	0.09378866196
721	0.09366315842
722	0.09353409767
723	0.09333068848
724	0.09318351746
725	0.09306465149
726	0.09282027245
727	0.09265770912
728	0.09255990028
729	0.09233032227
730	0.09223597527
731	0.09206176758
732	0.09190350533
733	0.09183427811
734	0.0916843605
735	0.09140976906
736	0.09128452301
737	0.0911657238
738	0.09096216202
739	0.0906563282
740	0.09057027817
741	0.09036798477
742	0.09007320404
743	0.08982603073
744	0.0896468544
745	0.08941437721
746	0.08928753853
747	0.08923368454
748	0.0891345787
749	0.08883476257
750	0.08864202499
751	0.0884172821
752	0.08826824188
753	0.08817659378
754	0.08799430847
755	0.08781625748
756	0.08764760971
757	0.08753568649
758	0.0873936367
759	0.08730125427
760	0.08711240768
761	0.08697824478
762	0.08689387321
763	0.08663898468
764	0.08641669273
765	0.08624649048
766	0.08602772713
767	0.0859152317
768	0.08581003189
769	0.08567609787
770	0.08553642273
771	0.08530282974
772	0.08520130157
773	0.08499139786
774	0.0848747921
775	0.08466386795
776	0.08456027985
777	0.08430311203
778	0.08424118996
779	0.08411700249
780	0.08393405914
781	0.08376455307
782	0.08363520622
783	0.08347784042
784	0.08328102112
785	0.08310739517
786	0.08285241127
787	0.08266630173
788	0.08254163742
789	0.08225876808
790	0.08205089569
791	0.08194689751
792	0.08177228928
793	0.0816275692
794	0.08135492325
795	0.08116339684
796	0.08096078873
797	0.08085741997
798	0.08065294266
799	0.0804570961
800	0.08034776688
801	0.08015457153
802	0.08004089355
803	0.07989186287
804	0.07976997375
805	0.07960972786
806	0.07948195457
807	0.07930348396
808	0.07913290977
809	0.07904541969
810	0.07881949425
811	0.07872628212
812	0.0787107563
813	0.07854422092
814	0.07836276054
815	0.07824532509
816	0.07808914661
817	0.07792479992
818	0.07782333374
819	0.07769936562
820	0.07755934715
821	0.07730200291
822	0.07718765259
823	0.0769722271
824	0.07683138847
825	0.0767778492
826	0.07659524441
827	0.07652915478
828	0.07645792007
829	0.07634499073
830	0.0762520504
831	0.07607564449
832	0.07585760593
833	0.07561754704
834	0.07549289703
835	0.07538570404
836	0.07521464348
837	0.07506798744
838	0.07492373466
839	0.07478883743
840	0.07468446732
841	0.07456578255
842	0.0743465662
843	0.07414362431
844	0.07406228542
845	0.07394215584
846	0.07375535011
847	0.07354658127
848	0.07336993217
849	0.07325756073
850	0.07310064316
851	0.07296952248
852	0.07282217026
853	0.07275559425
854	0.0726391983
855	0.0724697113
856	0.07225871086
857	0.07212067604
858	0.07198487282
859	0.07178143978
860	0.07164236069
861	0.07153396606
862	0.07135491371
863	0.07126566887
864	0.07116648674
865	0.07113388062
866	0.07100309372
867	0.07082513809
868	0.0706730938
869	0.07052895546
870	0.07043691158
871	0.07030113697
872	0.07016288757
873	0.06993565559
874	0.06980683804
875	0.06972081661
876	0.06959140778
877	0.06946583748
878	0.06929432392
879	0.06915748596
880	0.06897623062
881	0.0688227272
882	0.06874940395
883	0.06859054089
884	0.06846340656
885	0.0683221817
886	0.06825212002
887	0.06812782288
888	0.06804260254
889	0.06791377068
890	0.06779079914
891	0.06759588242
892	0.06744172573
893	0.06730528831
894	0.06713354111
895	0.06699544907
896	0.06683300972
897	0.06668446064
898	0.06657520294
899	0.06639180183
900	0.06629148483
901	0.0662267971
902	0.06603393555
903	0.06586141586
904	0.06575694084
905	0.06565130234
906	0.06552929401
907	0.06535682678
908	0.06518651009
909	0.0650440979
910	0.06490655899
911	0.06472989082
912	0.06461907387
913	0.06453875542
914	0.06437726974
915	0.06422585011
916	0.06409713268
917	0.06393204689
918	0.0638282299
919	0.06367524147
920	0.06347987175
921	0.06329158783
922	0.0631675148
923	0.06300662994
924	0.0629388237
925	0.06276924133
926	0.06271056652
927	0.06259269238
928	0.06238560677
929	0.0621975708
930	0.06210352898
931	0.06198749065
932	0.06178979874
933	0.06171965599
934	0.06162561893
935	0.06147973061
936	0.06136766434
937	0.06122005463
938	0.06105862617
939	0.06092459679
940	0.06081436634
941	0.06062911987
942	0.06045401096
943	0.0603219223
944	0.06019343376
945	0.06011942863
946	0.05998026371
947	0.05989271641
948	0.05971642971
949	0.05958742619
950	0.05940856457
951	0.05931941986
952	0.05919826508
953	0.05910413265
954	0.05902222633
955	0.05887173653
956	0.05869261742
957	0.05860152721
958	0.05847304344
959	0.05832998276
960	0.05820774078
961	0.058092556
962	0.05798007965
963	0.05793158531
964	0.05779094696
965	0.05762103558
966	0.05749684811
967	0.05740365982
968	0.05727344513
969	0.05715810776
970	0.05706697941
971	0.05694549561
972	0.05682765007
973	0.05669359684
974	0.05660982132
975	0.05651902676
976	0.05641892433
977	0.05631073952
978	0.05621644974
979	0.05603276253
980	0.05589715004
981	0.05573848724
982	0.05563181877
983	0.0554540062
984	0.05530629158
985	0.05520490646
986	0.0550623703
987	0.05494459629
988	0.05488400459
989	0.05479737282
990	0.05470721245
991	0.05458058834
992	0.05445385933
993	0.05433708668
994	0.05420786858
995	0.05409719944
996	0.05399419308
997	0.05390892029
998	0.05389287949
999	0.05375134468
